"","Dia","Mes","Anio","pred"
"211",29,7,12,0
"212",30,7,12,1374.46142872786
"213",31,7,12,1299.02513416581
"214",1,8,12,971.352504480906
"215",2,8,12,1006.71386890451
"216",3,8,12,1126.51620548723
"217",4,8,12,276.418892560118
"218",5,8,12,0
"219",6,8,12,814.090331988313
"220",7,8,12,0
"221",8,8,12,1201.04348616941
"222",9,8,12,1222.79174102509
"223",10,8,12,1331.30214613979
"224",11,8,12,387.496685494473
"225",12,8,12,0
"226",13,8,12,890.689780161088
"227",14,8,12,1091.5036333694
"228",15,8,12,1206.25532059575
"229",16,8,12,1217.82233795668
"230",17,8,12,1267.540760733
"231",18,8,12,349.729626549819
"232",19,8,12,0
"233",20,8,12,0
"234",21,8,12,1056.59339743047
"235",22,8,12,1200.34723956767
"236",23,8,12,1286.10705813873
"237",24,8,12,1252.05111184219
"238",25,8,12,421.946611484216
"239",26,8,12,0
"240",27,8,12,1028.25593516145
"241",28,8,12,1312.80184009026
"242",29,8,12,1578.88420493557
"243",30,8,12,1763.24233774505
"244",31,8,12,1524.4610949631
"245",1,9,12,137.334536518905
"246",2,9,12,0
"247",3,9,12,707.025604978584
"248",4,9,12,961.675362604063
"249",5,9,12,1108.44951093198
"250",6,9,12,1188.79347418319
"251",7,9,12,1247.84284933893
"252",8,9,12,367.025518207405
"253",9,9,12,0
"254",10,9,12,911.811545631144
"255",11,9,12,1072.75315553842
"256",12,9,12,1200.15067364402
"257",13,9,12,1265.39292235597
"258",14,9,12,1302.86182734438
"259",15,9,12,372.237352633752
"260",16,9,12,0
"261",17,9,12,848.050160224354
"262",18,9,12,1034.98609659376
"263",19,9,12,1192.32539942816
"264",20,9,12,1232.53874887291
"265",21,9,12,1267.95159140545
"266",22,9,12,366.329271605668
"267",23,9,12,0
"268",24,9,12,832.560511333545
"269",25,9,12,1107.20308152816
"270",26,9,12,1258.85095576003
"271",27,9,12,1402.95907735633
"272",28,9,12,1524.16003406524
"273",29,9,12,744.866236973565
"274",30,9,12,0
"275",1,10,12,617.941560373367
"276",2,10,12,814.323355314547
"277",3,10,12,1038.09973150155
"278",4,10,12,1131.72905860946
"279",5,10,12,1174.52916733308
